Levels_List_Python,AllPairsPy_Count,AllPairsPy_Time,NWisePy_Count,NWisePy_Time,TestFlows_Count,TestFlows_Time,ACTS_Count,ACTS_Time,Jenny_Count,Jenny_Time,PICT_Count,PICT_Time,QuadCA_Count,sum_levels
"[28, 30, 6, 22, 16, 10, 4, 21, 20, 19, 25, 28, 14, 15, 14, 30, 2, 9, 25, 13, 19, 10, 23, 21, 15, 7, 2, 22, 9, 9]",1241,31.08798348600976,1173,17.340221273945644,1205,13.528899731987622,986,0.4297802399960346,1130,4.604112938977778,1105,1.3439080559764989,964,488
"[25, 18, 11, 29, 9, 24, 6, 25, 28, 6, 25, 9, 30, 2, 20, 13, 21, 24, 20, 4, 12, 14, 17, 12, 6, 28, 18, 24, 25, 8]",1293,38.69042028795229,1566,14.510219876014162,1329,15.883375160978176,1065,0.4532786330091767,1151,5.540071465016808,1139,1.5173939819796942,979,513
"[4, 16, 16, 22, 27, 16, 9, 27, 25, 15, 11, 12, 29, 5, 10, 17, 6, 23, 3, 24, 16, 24, 23, 3, 30, 23, 23, 11, 16, 24]",1325,41.92164595099166,1686,18.32446430803975,1334,16.221804759989027,1029,0.4151068179635331,1117,5.470811894978397,1103,1.4814513950259425,946,510
"[18, 28, 13, 4, 29, 10, 11, 14, 8, 16, 5, 7, 24, 29, 22, 5, 4, 22, 20, 11, 23, 16, 12, 13, 8, 20, 29, 15, 29, 29]",1377,45.27959655498853,1613,15.428871209034696,1397,16.370369436976034,1012,0.4552991900127381,1180,4.956962055002805,1186,1.4799975350033492,1006,494
"[29, 19, 8, 21, 12, 23, 11, 4, 19, 5, 23, 30, 26, 4, 28, 4, 26, 16, 23, 15, 28, 29, 29, 6, 13, 29, 4, 9, 2, 20]",1440,41.8067089630058,1731,15.838579289033078,1488,17.85777624399634,1129,0.4821585189783945,1235,6.036338570993394,1279,1.7225587720167823,1071,515
"[4, 9, 20, 29, 8, 12, 20, 13, 23, 18, 29, 9, 15, 2, 3, 6, 23, 20, 14, 14, 5, 8, 9, 13, 19, 12, 5, 22, 8, 16]",965,22.059291523997672,1205,7.798155178024899,989,9.285272099019494,859,0.4073343389900401,965,2.3024138389737345,900,0.7968766379635781,844,408
"[28, 9, 10, 10, 5, 17, 3, 4, 4, 25, 29, 21, 3, 18, 25, 2, 11, 19, 14, 30, 30, 30, 5, 28, 7, 21, 16, 11, 8, 28]",1363,41.24271859001601,1830,14.73347159900004,1419,16.360156525974162,1134,0.425195618008729,1208,4.42464631801704,1262,1.432117193005979,1060,471
"[13, 13, 24, 21, 19, 25, 24, 2, 3, 19, 25, 2, 22, 29, 23, 26, 28, 29, 10, 19, 26, 3, 5, 17, 13, 6, 16, 22, 4, 29]",1391,41.073793403978925,1761,15.755998418026138,1420,16.81555425497936,1063,0.4599995100288652,1173,6.02523669495713,1208,1.663169047969859,997,517
"[22, 25, 9, 23, 4, 2, 19, 27, 17, 11, 5, 8, 12, 30, 14, 13, 11, 28, 24, 6, 6, 15, 19, 7, 29, 14, 13, 3, 13, 17]",1243,31.584800008044112,1331,11.937346844992136,1176,12.253823501989244,921,0.3930777700152248,1076,3.3242638430092484,1056,1.0752762639895082,922,446
"[25, 18, 2, 25, 9, 25, 16, 19, 3, 10, 22, 10, 8, 28, 17, 25, 11, 25, 8, 19, 9, 26, 9, 15, 8, 20, 27, 4, 14, 9]",1178,31.51817936997395,1365,11.095182591001503,1169,12.61428156303009,928,0.4078866370255127,1010,3.848025005019736,1038,1.1600839360035025,869,466
"[9, 9, 29, 6, 28, 11, 18, 11, 3, 26, 9, 14, 22, 25, 30, 5, 17, 18, 21, 8, 12, 28, 2, 14, 8, 4, 30, 25, 17, 27]",1351,42.23113288701279,1752,14.4447053730255,1371,16.009501185035333,1094,0.435823212028481,1187,4.766839992953464,1193,1.4434480030322447,1023,486
"[15, 3, 30, 2, 11, 5, 9, 28, 8, 21, 4, 3, 16, 4, 13, 30, 2, 25, 20, 17, 8, 21, 28, 26, 14, 7, 7, 25, 30, 2]",1383,38.96080461802194,1761,13.55240841396153,1343,13.978045068972278,1056,0.3944905600510537,1169,3.4891228080377914,1168,1.1426030169823207,1013,434
"[28, 15, 18, 8, 18, 4, 25, 19, 15, 29, 4, 27, 12, 27, 23, 26, 28, 24, 16, 21, 21, 29, 22, 9, 10, 17, 25, 26, 13, 3]",1361,45.89205945003778,1727,17.816803505993448,1446,19.29025737504708,1104,0.4990222680498846,1193,7.708826376998331,1230,1.9719805989880117,1026,562
"[8, 29, 10, 13, 11, 5, 15, 24, 5, 8, 6, 5, 26, 13, 26, 26, 22, 21, 23, 12, 18, 21, 24, 5, 24, 2, 12, 4, 6, 18]",1061,27.20822707400657,1436,10.071169880975503,1135,11.549267846974544,899,0.3938032080186531,992,3.370417735015508,996,1.0110398060060106,846,442
"[15, 15, 11, 26, 13, 12, 12, 22, 14, 14, 17, 5, 7, 7, 29, 11, 21, 18, 8, 4, 20, 29, 7, 22, 6, 15, 19, 12, 7, 21]",1077,28.986249804031104,1207,8.424432646017522,1070,10.6514980699867,869,0.3907570549636148,983,2.915424665028695,919,0.9369372479850426,850,439
"[14, 13, 15, 22, 27, 22, 30, 30, 28, 12, 14, 13, 15, 4, 29, 25, 21, 8, 20, 20, 19, 9, 20, 23, 4, 3, 21, 12, 16, 13]",1199,34.70327408902813,1480,13.194455350982023,1235,15.344168397015892,991,0.4612405879888683,1164,5.528502750035841,1135,1.5636706429650076,987,522
"[5, 19, 10, 21, 16, 15, 12, 24, 13, 5, 7, 10, 22, 9, 28, 14, 27, 22, 7, 13, 19, 26, 7, 27, 7, 4, 25, 12, 6, 13]",1122,29.836057781998534,1465,10.150236181973014,1155,11.678939378994984,876,0.3765363069833256,997,3.1768412300152704,1019,1.0626838770112954,852,445
"[10, 19, 28, 8, 11, 9, 10, 16, 23, 5, 7, 20, 5, 2, 5, 16, 23, 30, 30, 28, 12, 15, 23, 4, 2, 9, 2, 11, 25, 6]",1178,28.213775056006853,1502,8.86048390500946,1216,11.456098550988829,968,0.4177969800075516,1093,2.6125836329883896,1085,0.9674823370296508,941,414
